batch_id,temperature_c,pressure_kpa,cycle_time_sec,material_humidity_pct,operator_experience_years,machine_age_years,shift_hours_into_day,vibration_mm_s,power_consumption_kwh,defect_flag
B00661,178.3,136.8,80.9,6.29,15.3,2.5,23.5,3.51,77.6,0
B00662,176.6,89.3,98.3,7.62,9.4,7.6,3.7,4.07,72.3,1
B00663,193.4,144.9,91.7,3.53,16.8,3.4,8.5,1.26,37.2,0
B00664,244.5,142.5,101.7,4.28,16.9,7.5,4.4,1.24,90.3,0
B00665,192.2,152.1,125.5,2.25,13.8,1.1,4.4,5.34,56.5,0
B00666,224.4,100.8,118.8,7.3,16.3,0.7,10.0,1.37,35.1,0
B00667,188.9,162.4,61.4,5.57,8.2,7.0,7.3,5.3,35.3,1
B00668,227.1,128.0,62.8,4.53,11.5,12.5,17.9,4.87,87.8,1
B00669,227.3,95.6,113.6,1.44,1.9,5.8,13.2,4.16,51.4,0
B00670,203.6,121.7,93.4,2.44,16.4,11.8,9.7,5.94,41.3,0
B00671,176.5,164.0,65.1,4.1,7.5,8.6,4.5,1.39,45.8,1
B00672,201.5,108.9,104.3,6.99,3.1,10.0,18.7,3.7,54.8,0
B00673,228.2,137.7,97.6,0.76,5.4,10.8,18.6,3.01,83.8,0
B00674,232.1,117.1,101.1,1.83,15.1,11.4,8.1,2.13,55.8,1
B00675,208.9,144.1,140.4,2.56,17.0,12.5,0.6,0.5,66.2,0
B00676,175.5,164.2,51.3,7.71,13.3,4.2,10.9,0.82,83.3,1
B00677,188.7,93.5,65.6,6.4,14.4,8.8,8.8,1.78,86.3,0
B00678,212.5,104.1,76.0,4.84,0.7,10.7,18.4,3.96,35.9,1
B00679,202.9,99.0,116.6,6.67,6.5,8.4,21.9,0.5,68.3,1
B00680,190.5,110.4,92.9,7.2,2.7,5.4,21.4,5.89,57.2,1
B00681,201.6,153.0,82.6,3.27,14.5,1.3,4.2,5.42,39.9,0
B00682,187.2,115.7,134.8,2.21,4.9,1.5,14.2,6.27,89.0,0
B00683,220.3,151.5,147.1,2.13,14.9,7.8,9.2,5.33,79.8,0
B00684,180.6,146.8,61.7,7.89,6.8,9.4,12.7,6.17,86.0,1
B00685,229.5,150.3,48.9,7.57,10.4,8.0,21.7,4.27,51.6,1
B00686,200.2,140.1,91.9,1.0,2.4,0.7,1.9,3.25,89.3,0
B00687,198.7,101.3,83.0,1.27,11.4,8.9,10.2,1.31,37.1,0
B00688,223.7,117.3,118.9,2.5,6.3,1.0,21.4,3.57,54.0,0
B00689,223.2,104.4,144.2,4.01,16.3,0.8,16.8,3.24,63.0,0
B00690,238.5,92.1,78.2,4.85,2.9,9.7,3.0,5.59,27.7,1
B00691,199.5,160.4,154.1,1.23,13.8,0.6,8.9,4.52,87.6,0
B00692,237.7,155.0,48.0,5.27,8.7,0.9,5.4,0.85,84.4,0
B00693,197.5,161.7,150.0,3.31,7.4,9.1,9.8,5.54,87.4,1
B00694,207.7,115.8,98.5,2.27,5.5,14.0,11.3,3.41,29.1,0
B00695,194.5,139.5,113.9,3.79,14.4,9.2,7.8,6.14,51.2,0
B00696,224.9,139.3,154.7,6.64,9.6,12.4,22.4,6.37,85.3,1
B00697,224.9,122.6,93.1,6.86,12.8,13.9,22.4,3.85,46.0,0
B00698,183.0,137.4,132.5,1.64,0.7,7.5,8.5,3.42,66.0,0
B00699,236.9,160.3,112.3,4.42,1.1,1.8,2.1,6.51,53.9,1
B00700,168.9,155.3,146.9,7.32,10.6,9.7,4.4,4.83,77.3,1
B00701,204.0,88.6,126.8,3.8,10.7,13.7,2.2,1.89,87.4,0
B00702,240.9,131.5,86.0,6.94,5.4,1.9,6.8,5.69,84.1,1
B00703,208.9,131.4,85.0,2.58,4.5,1.9,22.7,1.63,90.2,0
B00704,219.3,140.3,62.3,6.83,10.3,13.4,2.6,4.45,88.7,0
B00705,242.9,129.8,61.5,1.34,16.3,12.3,4.0,2.52,70.5,0
B00706,211.7,142.5,62.9,0.89,15.6,7.0,16.3,3.35,86.3,0
B00707,184.2,109.0,111.8,7.07,12.0,11.4,9.8,6.78,26.9,1
B00708,168.3,89.8,149.1,8.23,15.0,13.9,20.3,2.87,64.2,1
B00709,198.0,158.8,113.9,8.31,4.9,5.6,20.6,3.91,30.2,1
B00710,181.5,146.9,101.9,7.51,10.4,8.1,9.2,1.35,36.4,1
B00711,180.6,147.2,96.9,6.37,3.0,9.1,11.1,4.74,35.4,0
B00712,198.8,140.6,43.7,5.44,3.2,1.8,2.3,2.97,45.9,0
B00713,169.7,114.6,87.0,2.77,15.7,11.7,20.8,2.97,76.8,0
B00714,179.4,106.5,101.7,6.32,9.5,8.6,11.8,6.4,29.7,1
B00715,189.2,131.7,128.1,7.28,5.4,11.9,22.2,1.28,44.7,1
B00716,231.2,126.2,45.5,4.84,11.9,3.2,17.3,3.89,76.3,0
B00717,242.1,116.4,82.6,2.15,17.6,3.1,14.2,2.48,27.2,0
B00718,216.0,145.9,42.5,5.96,9.9,4.1,10.5,1.58,50.3,0
B00719,177.3,133.1,131.1,5.35,2.8,6.3,16.8,2.97,47.9,1
B00720,177.9,100.2,66.0,3.34,14.5,10.8,13.3,4.56,49.9,1
B00721,182.9,158.5,75.4,1.33,16.7,9.0,3.7,4.09,76.5,0
B00722,198.0,91.2,135.9,2.54,1.8,11.6,5.6,1.76,26.0,1
B00723,242.0,151.6,127.5,4.62,6.9,4.9,10.2,3.01,88.8,1
B00724,179.1,91.7,139.2,2.26,6.3,1.1,9.4,1.43,73.3,1
B00725,192.1,163.0,108.2,6.9,12.9,8.0,20.7,1.07,81.7,0
B00726,223.3,114.2,49.4,5.55,14.1,5.1,21.6,4.62,55.4,0
B00727,228.0,125.1,43.8,5.31,10.8,13.4,10.3,2.64,70.2,0
B00728,179.1,156.1,119.2,6.5,10.3,13.7,21.9,4.91,69.7,1
B00729,235.2,92.8,119.9,8.19,7.0,1.4,19.8,6.55,75.0,1
B00730,192.9,121.5,59.0,3.68,7.5,11.2,23.3,4.52,30.8,0
B00731,227.3,112.7,80.4,1.16,17.5,1.6,5.8,4.85,24.7,0
B00732,229.7,92.4,131.4,5.82,3.0,5.2,8.0,1.67,90.0,1
B00733,204.6,164.1,112.1,7.34,10.4,12.3,19.1,2.34,48.8,1
B00734,167.0,160.2,43.3,3.06,8.5,8.8,14.6,6.4,64.1,1
B00735,189.6,136.7,65.6,6.36,11.2,5.0,17.0,5.5,41.5,1
B00736,190.1,96.4,153.8,7.11,15.9,6.3,12.7,1.66,36.8,1
B00737,222.2,105.3,60.4,5.2,13.5,11.7,7.2,2.53,33.5,0
B00738,238.8,158.5,91.9,4.1,16.1,6.8,18.4,3.07,38.1,1
B00739,189.0,149.0,114.5,8.24,0.5,5.9,20.0,5.09,68.7,1
B00740,217.0,127.6,131.7,2.81,14.7,6.0,13.6,1.55,31.5,0
B00741,181.8,96.4,42.0,6.44,12.3,3.2,6.0,2.73,38.7,0
B00742,174.8,112.1,95.8,5.39,13.9,13.8,13.5,1.3,71.5,1
B00743,226.6,93.0,130.6,7.21,13.8,5.0,8.4,0.82,40.7,1
B00744,190.0,111.4,132.2,1.8,11.2,3.7,7.9,3.08,31.4,0
B00745,241.9,107.5,58.0,5.42,7.3,12.7,8.7,2.96,47.3,1
B00746,234.6,157.1,57.1,7.18,12.0,2.5,11.5,4.27,53.6,1
B00747,174.4,105.3,110.8,4.1,7.2,3.5,5.8,1.4,50.1,0
B00748,173.6,163.8,140.3,4.29,15.7,3.6,12.2,3.06,36.1,0
B00749,235.3,113.7,107.5,3.21,9.9,12.4,10.4,5.58,82.4,0
B00750,214.8,139.9,144.3,3.2,0.7,12.4,5.7,4.78,79.1,0
B00751,198.6,144.1,61.6,6.42,16.4,3.9,12.0,2.64,86.0,1
B00752,209.6,136.0,139.6,2.96,13.6,2.8,5.7,4.62,91.9,0
B00753,176.0,128.4,78.8,2.76,5.1,2.7,19.1,2.72,49.9,0
B00754,222.9,156.6,74.5,1.4,13.5,7.0,19.8,6.3,41.2,0
B00755,184.3,157.2,73.2,8.06,14.8,1.6,14.8,4.46,75.9,0
B00756,177.8,118.3,148.0,5.78,6.6,7.8,4.2,1.05,65.7,1
B00757,237.8,101.1,154.8,1.38,4.9,2.3,22.9,1.58,65.3,1
B00758,190.7,149.1,101.2,0.79,9.3,4.2,4.0,5.85,32.7,0
B00759,175.8,159.8,141.0,3.33,1.0,7.9,14.8,0.9,49.0,1
B00760,171.1,91.4,147.1,5.11,4.9,12.2,3.5,5.54,30.9,0
B00761,179.1,88.9,54.1,2.2,16.2,7.2,20.6,1.01,62.2,1
B00762,241.7,125.6,106.7,4.21,7.0,13.5,20.6,5.85,50.3,1
B00763,203.8,99.1,122.9,6.03,17.2,5.2,8.1,6.44,51.5,0
B00764,218.0,136.0,118.2,7.94,9.7,8.5,7.8,4.92,69.3,1
B00765,224.6,157.7,111.7,3.62,15.8,11.2,20.3,2.87,66.1,0
B00766,234.6,121.6,63.7,6.05,10.3,9.6,10.4,5.37,58.4,1
B00767,190.7,144.8,91.1,8.21,5.7,3.9,12.3,1.89,63.8,0
B00768,202.1,135.3,82.7,7.71,16.6,3.0,19.7,3.06,37.3,0
B00769,199.6,95.0,42.8,2.46,2.8,9.8,18.0,3.88,66.9,1
B00770,208.7,125.7,145.4,7.66,5.0,3.1,4.5,5.81,46.5,0
B00771,186.2,93.4,43.9,7.4,5.7,2.0,14.8,2.7,47.7,0
B00772,239.2,144.8,53.7,2.02,4.6,5.4,23.3,3.08,65.1,0
B00773,206.2,122.8,72.4,6.77,13.8,8.1,14.2,0.52,89.7,0
B00774,172.8,132.6,55.1,6.12,1.5,6.5,6.0,4.12,50.6,1
B00775,180.1,156.9,47.0,8.26,13.3,0.6,1.7,5.92,89.5,1
B00776,244.7,92.7,57.4,8.44,7.7,3.8,1.3,1.68,86.7,1
B00777,244.8,120.5,132.3,6.09,11.8,11.6,21.4,5.12,36.1,1
B00778,220.6,101.8,119.6,1.18,4.4,6.7,5.8,6.42,73.2,0
B00779,208.8,99.4,150.6,8.19,13.6,0.8,0.1,1.42,54.2,0
B00780,217.0,162.7,66.4,3.71,7.8,2.0,3.3,0.9,71.1,1
B00781,233.5,108.8,143.2,8.15,2.5,4.8,13.9,0.85,31.1,0
B00782,235.5,101.3,79.8,2.63,3.2,2.5,4.2,1.63,73.0,0
B00783,171.5,95.5,108.9,5.43,15.5,13.4,6.3,5.59,25.8,0
B00784,181.5,135.3,115.5,5.18,11.2,12.1,12.9,2.46,65.0,0
B00785,208.0,158.5,85.9,2.57,2.8,10.2,9.9,6.08,90.2,1
B00786,237.9,90.4,70.0,6.89,6.7,5.3,7.9,1.63,70.8,1
B00787,168.1,122.0,101.8,3.5,9.3,12.7,22.8,2.96,37.7,0
B00788,235.4,146.0,70.0,5.48,6.7,7.1,18.0,4.16,59.6,1
B00789,233.6,97.5,78.3,2.75,4.5,3.0,16.8,4.56,45.2,0
B00790,222.9,92.5,91.2,8.19,8.5,6.5,21.0,2.57,56.9,1
B00791,194.8,101.9,114.0,4.34,7.0,13.9,12.5,1.67,59.2,0
B00792,189.5,106.7,90.9,7.95,14.0,0.5,8.4,5.33,29.2,0
B00793,230.1,152.1,136.1,5.74,17.3,4.4,23.1,5.53,54.2,1
B00794,243.6,125.1,146.1,2.98,17.0,8.4,15.1,4.5,86.8,0
B00795,211.2,115.6,141.2,3.58,13.3,5.0,10.4,1.24,69.6,0
B00796,213.6,153.4,133.6,5.87,6.6,2.3,21.0,4.0,39.1,0
B00797,231.3,127.9,144.2,6.0,16.5,7.3,13.7,3.34,73.6,0
B00798,165.6,162.2,138.1,2.83,1.9,12.5,2.2,1.91,54.0,1
B00799,242.4,116.4,123.1,6.31,11.6,8.2,15.2,1.7,70.1,0
B00800,229.9,155.8,145.6,0.72,11.8,2.0,18.9,3.95,81.8,0
B00801,224.9,163.2,117.3,5.56,2.3,5.7,16.4,5.94,54.3,1
B00802,235.1,112.4,153.2,4.26,13.6,8.4,15.6,1.97,63.3,1
B00803,175.6,159.9,128.8,3.56,7.1,12.7,4.1,6.73,46.4,1
B00804,178.1,155.7,43.4,7.72,9.2,4.7,4.6,4.82,54.8,1
B00805,181.4,155.2,143.4,5.57,8.0,1.5,16.0,6.17,74.5,1
B00806,174.2,127.1,69.7,6.25,6.0,5.5,8.1,2.18,25.4,0
B00807,240.7,134.3,66.9,7.04,13.2,12.2,14.6,0.82,61.0,1
B00808,181.6,127.2,74.4,5.82,4.4,10.5,15.4,6.33,77.7,0
B00809,219.9,96.2,42.7,5.2,17.1,7.1,21.6,1.62,42.6,0
B00810,176.8,132.7,70.7,2.84,4.5,7.7,6.9,6.76,89.1,0
B00811,174.8,105.7,59.9,2.38,13.4,3.0,20.7,2.73,38.0,0
B00812,198.0,146.2,82.1,7.63,11.3,5.9,8.6,6.41,59.6,1
B00813,242.6,92.6,68.9,8.31,17.7,4.8,9.6,2.26,72.4,0
B00814,200.5,145.3,117.7,8.08,8.7,0.9,7.2,2.28,44.3,0
B00815,221.0,160.7,98.9,5.62,4.3,12.6,12.2,5.15,78.0,1
B00816,235.3,154.3,54.8,7.13,2.1,9.3,3.5,5.45,57.7,1
B00817,203.1,139.7,130.9,4.91,4.4,1.1,4.6,4.23,54.2,0
B00818,199.9,123.8,91.1,4.58,12.4,11.7,17.8,3.66,89.7,1
B00819,169.2,129.2,114.6,8.34,8.6,1.9,3.8,3.4,45.0,0
B00820,173.4,119.4,63.1,6.46,5.3,6.5,16.1,6.45,69.7,1
B00821,230.8,101.4,43.1,4.41,6.4,12.5,19.1,6.45,83.7,1
B00822,243.9,119.6,99.9,5.96,2.7,1.8,17.7,4.12,50.0,0
B00823,179.9,127.1,51.4,1.6,3.2,6.2,4.7,3.65,69.8,0
B00824,228.4,99.8,86.8,4.04,7.5,6.1,19.7,5.6,91.2,1
B00825,220.6,111.1,134.4,6.71,13.1,4.9,6.1,4.41,69.1,1
B00826,172.0,124.4,54.2,1.06,15.4,9.3,5.8,2.44,58.3,0
B00827,193.0,120.2,148.9,7.81,10.0,10.0,7.0,4.65,55.8,0
B00828,237.8,160.9,66.5,4.17,7.6,12.6,21.7,2.7,86.5,1
B00829,182.2,133.2,106.5,3.38,7.7,12.2,4.9,3.81,56.0,0
B00830,188.7,128.9,65.1,4.61,15.8,7.6,11.9,4.32,90.1,1
B00831,167.2,121.2,115.8,3.35,15.9,6.0,22.0,4.27,83.1,0
B00832,206.6,102.1,85.8,1.51,6.4,9.9,22.6,3.06,42.2,0
B00833,221.1,141.8,96.3,4.02,6.6,4.8,12.5,3.75,26.9,0
B00834,232.1,109.7,45.0,7.73,7.5,0.9,12.8,1.96,71.9,0
B00835,178.4,132.2,120.4,5.68,6.1,3.1,8.1,3.25,74.9,0
B00836,237.1,152.3,53.1,5.49,11.8,13.1,2.9,1.31,68.8,1
B00837,209.1,115.4,143.1,3.78,17.7,13.1,21.1,3.49,36.6,0
B00838,184.5,127.5,51.1,6.87,9.8,12.5,8.6,6.24,85.4,1
B00839,222.0,160.5,132.4,8.14,3.1,1.8,8.4,1.47,70.7,1
B00840,167.7,89.9,60.6,6.99,10.7,4.6,8.1,6.73,27.4,1
B00841,188.7,153.1,52.9,2.75,6.1,9.2,18.4,3.54,54.7,0
B00842,219.4,106.6,142.2,6.52,15.6,9.0,13.2,4.28,63.3,0
B00843,214.2,89.4,61.7,6.59,9.0,11.2,8.6,2.72,25.5,0
B00844,188.6,139.0,86.4,3.65,2.0,6.3,21.9,4.82,30.8,0
B00845,227.4,129.0,42.9,4.9,11.5,0.7,3.7,0.96,82.7,0
B00846,201.9,155.0,154.8,3.9,10.0,4.6,4.7,1.45,85.4,1
B00847,221.1,113.8,54.0,5.03,4.4,11.7,9.5,4.91,44.9,1
B00848,171.1,156.2,119.2,3.37,7.6,1.1,22.9,5.23,56.6,0
B00849,172.9,159.7,71.2,2.85,7.6,7.9,8.1,5.23,89.7,1
B00850,239.1,125.3,97.6,5.85,15.6,5.2,18.6,5.09,81.1,0
B00851,231.1,149.3,61.9,3.03,8.7,9.9,13.2,4.37,83.7,0
B00852,172.2,117.3,124.8,2.21,2.0,5.1,15.9,4.64,49.1,1
B00853,227.2,129.3,79.1,6.17,2.3,10.6,4.9,2.94,44.9,1
B00854,201.4,123.6,78.3,4.1,3.6,0.7,20.6,6.31,70.9,0
B00855,224.9,95.5,53.4,6.51,2.5,0.7,9.3,4.64,44.6,0
B00856,222.8,104.0,94.9,7.72,0.8,4.9,11.4,2.98,34.4,0
B00857,210.5,129.4,144.4,0.8,13.0,10.3,14.2,1.2,74.0,0
B00858,203.2,131.3,93.1,7.12,11.8,2.8,7.4,2.54,87.5,0
B00859,190.0,155.8,90.2,7.28,6.0,1.9,0.7,6.41,83.8,1
B00860,233.1,163.7,58.9,2.85,8.7,1.4,16.4,2.67,47.8,1
B00861,166.9,137.4,119.2,4.0,17.3,9.4,16.9,5.66,58.1,0
B00862,232.3,161.8,116.1,5.3,13.8,4.7,0.9,4.59,47.8,0
B00863,217.6,138.7,68.3,4.66,16.5,12.3,4.5,3.94,40.4,0
B00864,206.9,143.7,128.8,6.87,17.3,8.1,21.4,4.8,54.3,1
B00865,220.4,132.5,95.8,6.05,14.7,11.2,4.1,2.49,46.9,0
B00866,170.8,160.6,110.3,0.84,12.9,4.7,20.2,1.94,56.2,1
B00867,212.2,91.1,90.8,4.54,11.5,13.7,10.6,5.38,29.9,0
B00868,188.4,98.8,118.2,4.04,7.4,4.4,7.4,5.74,73.9,0
B00869,243.0,101.2,50.2,7.85,9.2,13.2,16.9,6.13,73.6,1
B00870,167.8,136.5,94.7,5.11,9.0,12.1,17.3,1.9,80.7,1
B00871,167.4,124.7,116.0,6.93,14.0,1.5,7.7,6.52,25.9,0
B00872,199.8,118.0,89.5,2.54,17.9,11.6,6.8,1.21,88.4,0
B00873,217.7,111.2,81.5,6.05,11.5,13.5,12.5,1.67,27.1,0
B00874,233.3,93.3,118.8,3.65,16.3,2.7,7.7,5.52,74.2,0
B00875,181.5,162.0,151.0,2.68,14.1,11.0,13.6,3.38,53.9,0
B00876,175.5,133.4,92.3,8.15,13.0,5.1,4.1,4.34,61.9,1
B00877,240.9,147.4,72.2,1.39,11.1,6.4,6.2,2.76,49.9,0
B00878,219.1,148.0,113.1,6.75,2.9,6.8,2.3,3.15,30.3,1
B00879,236.0,143.6,118.3,7.35,5.8,13.0,0.6,0.68,89.4,1
B00880,167.9,107.0,56.2,1.02,15.4,7.0,3.7,3.86,86.4,1
B00881,197.9,95.6,114.1,7.21,4.4,1.8,6.1,2.71,87.0,1
B00882,198.2,140.7,122.1,5.06,8.5,1.7,13.9,2.68,70.4,0
B00883,224.0,151.9,128.2,5.03,0.9,0.6,21.9,3.06,64.0,1
B00884,207.0,97.1,109.8,6.82,8.9,2.5,11.9,1.84,64.2,0
B00885,226.5,88.5,75.9,7.44,6.3,13.0,12.5,2.07,84.2,1
B00886,220.2,161.8,121.3,7.9,16.8,0.8,5.4,4.59,45.5,0
B00887,165.2,154.3,147.9,8.26,13.1,10.8,4.7,6.71,63.9,0
B00888,234.1,96.2,45.1,2.31,7.2,11.6,6.6,5.74,78.4,1
B00889,188.3,106.0,131.8,5.77,16.6,11.4,6.6,2.48,24.5,0
B00890,166.1,112.4,113.5,5.65,4.4,2.7,14.7,2.48,41.5,0
B00891,188.9,99.2,102.9,6.6,12.1,10.4,13.4,0.44,56.7,0
B00892,217.9,123.0,68.9,3.91,11.5,2.8,20.1,5.53,42.7,0
B00893,237.4,151.8,54.9,8.13,3.5,13.0,20.1,5.78,54.8,1
B00894,243.8,133.3,75.9,8.43,16.2,5.8,3.9,5.0,40.7,1
B00895,206.1,98.7,129.5,6.98,0.6,6.7,10.9,5.57,36.3,1
B00896,230.2,136.3,60.6,2.13,3.8,6.9,13.0,2.61,44.3,0
B00897,226.3,160.3,71.0,6.44,12.9,5.4,22.2,6.13,89.9,1
B00898,207.9,164.4,44.8,3.51,3.0,5.8,15.3,3.95,48.7,1
B00899,229.1,91.6,109.9,4.86,13.6,13.4,15.5,3.62,72.0,0
B00900,224.5,94.6,94.4,4.26,1.5,3.5,3.9,0.46,88.7,0
B00901,173.4,92.4,69.0,8.02,3.1,3.6,2.7,1.27,51.9,0
B00902,198.1,143.4,117.3,3.44,15.8,2.9,16.9,3.65,75.6,0
B00903,167.6,143.4,42.5,5.66,9.2,10.3,6.7,5.61,50.0,0
B00904,206.7,117.9,150.9,7.83,9.3,7.3,10.3,4.43,82.5,1
B00905,177.9,155.1,47.2,2.04,10.9,8.3,12.1,0.71,33.5,0
B00906,239.4,116.0,127.8,6.33,0.8,11.8,10.8,0.43,45.6,1
B00907,209.5,120.9,48.1,6.64,16.2,6.2,15.3,2.74,88.4,0
B00908,204.7,105.7,133.5,4.26,13.6,13.2,19.4,5.43,70.1,1
B00909,167.8,103.0,112.1,5.66,16.0,13.0,3.6,4.4,39.7,1
B00910,233.3,93.4,61.4,7.52,12.8,1.3,18.6,6.04,45.4,0
B00911,215.0,137.3,44.7,7.87,8.1,1.3,15.6,0.66,73.0,0
B00912,209.1,159.6,92.8,4.04,17.0,7.4,14.6,2.59,39.7,0
B00913,230.9,113.0,81.2,6.68,13.6,0.8,14.7,3.81,66.0,0
B00914,180.3,123.7,57.6,4.3,1.6,4.1,4.7,1.75,45.6,1
B00915,166.7,121.4,88.7,2.65,16.8,10.7,7.0,0.44,36.0,1
B00916,184.4,135.3,62.1,4.36,4.7,5.3,19.1,4.54,55.3,1
B00917,177.0,161.3,135.2,1.87,5.3,9.2,18.3,6.07,46.0,1
B00918,237.2,143.5,91.4,5.3,11.9,10.8,17.8,6.38,77.3,0
B00919,239.4,119.7,149.5,7.22,6.2,2.0,1.4,5.37,29.9,0
B00920,196.3,93.5,143.0,3.82,4.1,4.0,14.9,0.7,37.7,0
B00921,184.8,93.9,51.9,6.88,8.2,9.7,9.9,3.06,24.3,1
B00922,225.5,135.9,109.8,5.07,15.2,11.3,19.6,5.08,82.8,1
B00923,177.8,124.6,88.2,4.64,8.7,2.5,22.7,0.81,59.5,0
B00924,225.9,88.6,69.4,8.43,8.2,13.7,16.4,2.77,69.6,1
B00925,207.8,97.3,50.3,1.06,4.8,10.6,17.1,2.27,63.1,0
B00926,177.5,132.0,88.9,1.61,13.2,2.4,6.0,1.42,73.2,0
B00927,227.2,145.5,101.0,0.72,1.0,11.5,4.7,2.85,90.2,0
B00928,242.4,124.0,99.8,5.58,12.1,12.1,19.5,5.02,64.3,1
B00929,166.0,124.8,85.9,1.99,12.3,8.5,1.8,6.51,30.4,0
B00930,186.0,129.3,114.6,7.4,13.8,4.0,11.5,1.79,24.8,0
B00931,178.6,117.4,137.3,1.41,15.5,2.2,22.7,3.8,35.1,0
B00932,207.2,95.0,150.3,7.31,3.6,10.5,11.0,0.49,36.8,1
B00933,215.8,94.7,78.5,7.41,1.4,12.2,22.6,3.8,90.4,1
B00934,185.8,106.4,46.6,4.95,14.8,6.8,8.6,0.41,55.9,0
B00935,226.8,145.5,68.2,7.64,0.8,3.4,12.3,3.71,81.4,1
B00936,207.6,154.8,125.4,2.1,17.3,12.8,8.8,2.24,83.3,0
B00937,210.1,95.6,74.2,6.62,6.2,9.0,12.6,2.69,48.8,1
B00938,181.2,132.1,51.6,3.11,12.7,6.9,21.4,2.75,75.9,0
B00939,201.3,133.5,110.0,6.36,8.8,1.0,15.9,3.13,75.9,0
B00940,172.1,91.9,103.8,6.45,1.1,4.5,17.9,2.6,88.6,1
B00941,167.0,139.3,125.1,5.63,0.8,10.1,3.1,5.4,84.1,1
B00942,207.3,97.4,71.0,2.25,17.2,9.5,9.8,2.84,50.4,0
B00943,206.1,101.0,43.0,6.32,3.3,3.7,17.9,1.99,34.2,0
B00944,226.6,117.5,43.8,4.51,7.9,11.3,15.6,4.09,77.8,0
B00945,230.8,89.0,120.3,6.19,4.7,7.9,13.3,5.72,40.2,1
B00946,197.5,96.0,79.2,6.95,8.8,3.5,22.9,5.79,71.8,0
B00947,215.3,155.2,103.1,6.4,6.5,7.3,19.5,2.73,60.5,1
B00948,172.3,104.3,125.3,1.18,9.6,4.8,2.1,1.7,83.7,0
B00949,180.2,138.3,95.9,8.15,1.5,7.2,6.5,4.55,70.6,1
B00950,239.5,121.1,126.9,3.97,5.4,4.3,16.4,5.8,65.6,0
B00951,239.7,142.3,71.3,2.48,13.1,5.2,21.7,1.48,88.0,0
B00952,199.7,108.9,94.0,5.75,1.4,11.9,6.6,5.06,76.2,0
B00953,171.5,94.2,92.4,6.47,12.1,9.3,16.3,1.72,25.2,1
B00954,238.8,102.1,49.0,2.76,16.3,1.8,8.5,6.64,53.5,0
B00955,231.2,105.9,114.8,3.95,16.8,1.3,4.8,3.34,32.3,0
B00956,204.5,149.0,107.4,8.46,3.1,7.2,3.9,2.76,41.1,0
B00957,237.3,124.5,46.4,2.16,2.5,4.7,11.6,6.41,69.0,0
B00958,191.4,147.5,121.8,5.71,12.8,8.3,12.7,3.99,84.9,0
B00959,225.5,137.4,100.2,8.49,5.3,11.2,12.7,1.56,54.8,1
B00960,243.0,137.0,69.0,1.07,4.2,13.8,5.3,1.34,60.2,0
B00961,195.6,126.5,130.6,2.55,15.1,1.6,1.3,2.97,57.2,0
B00962,227.5,112.7,96.5,4.74,10.5,11.0,21.9,4.81,27.4,1
B00963,218.1,105.6,143.8,5.91,1.3,7.9,17.1,3.2,91.3,0
B00964,191.7,133.4,98.9,2.65,4.1,8.5,12.0,5.81,55.6,0
B00965,172.9,95.8,85.5,8.22,9.4,12.6,21.3,2.49,54.1,0
B00966,222.3,158.1,74.9,5.28,17.9,7.0,9.7,3.84,32.5,0
B00967,202.4,134.9,110.3,6.41,15.5,9.6,19.3,3.15,55.3,1
B00968,237.5,105.0,103.9,5.33,1.6,7.2,3.8,5.12,78.8,1
B00969,215.4,94.6,67.6,5.33,1.8,7.3,2.9,6.72,40.0,1
B00970,243.7,162.5,60.1,6.68,8.4,7.7,13.3,6.78,67.2,1
B00971,187.5,146.4,59.5,7.97,5.7,8.8,4.9,3.29,57.8,1
B00972,217.9,94.2,57.7,1.21,16.2,11.9,13.1,1.87,67.2,0
B00973,212.7,110.2,63.1,6.13,15.5,5.1,14.2,0.82,66.9,0
B00974,218.5,142.0,143.0,2.54,3.4,12.6,12.9,2.4,44.3,0
B00975,192.5,159.4,142.4,1.19,4.8,8.7,8.8,1.59,58.4,1
B00976,201.8,111.4,48.0,6.9,4.8,0.7,19.1,1.41,47.9,0
B00977,222.5,128.8,51.6,3.11,13.6,2.0,6.9,1.15,38.0,0
B00978,238.3,153.3,154.5,6.37,8.1,1.4,18.3,3.52,25.9,0
B00979,177.1,127.9,123.8,1.89,6.5,10.4,9.3,2.55,64.7,0
B00980,217.4,161.6,128.3,7.17,4.6,12.4,11.3,0.85,69.5,1
B00981,210.0,133.1,42.5,6.65,12.1,8.0,4.7,1.26,70.8,1
B00982,241.9,109.5,120.6,2.33,13.4,6.7,10.6,1.39,34.3,0
B00983,244.8,103.2,49.8,8.48,16.6,8.4,3.0,1.18,25.5,1
B00984,233.2,134.4,66.5,5.58,13.0,5.0,17.7,1.13,61.6,1
B00985,187.0,146.5,121.9,2.63,5.5,0.9,2.2,6.22,81.2,0
B00986,169.1,130.7,88.0,3.79,12.2,10.4,3.5,0.82,79.6,1
B00987,230.7,141.3,67.5,6.67,7.9,9.0,16.5,3.39,78.1,1
B00988,167.5,138.0,140.8,1.73,14.8,1.9,0.4,2.14,36.9,0
B00989,231.7,149.2,128.6,5.05,13.2,11.7,11.7,3.73,68.9,1
B00990,219.5,104.7,64.7,4.16,17.2,8.6,7.9,2.99,47.0,0
B00991,169.2,141.1,147.5,1.0,4.7,13.6,0.9,2.28,30.4,1
