customer_id,tenure_months,monthly_bill_rm,support_tickets_last_6m,avg_monthly_data_gb,late_payments_last_12m,contract_length_months,has_family_plan,uses_autopay,satisfaction_score,churned
C00990,21,196.56,6,23.3,3,36,0,1,3,1
C00991,3,281.98,7,45.8,4,36,1,1,2,1
C00992,44,312.74,7,331.9,6,36,0,1,8,1
C00993,27,188.61,1,233.4,6,24,1,1,5,0
C00994,53,155.44,2,340.1,2,1,0,0,7,0
C00995,51,228.53,2,21.8,1,12,1,1,10,0
C00996,30,51.77,3,201.8,1,24,0,0,5,1
C00997,18,71.17,7,318.3,3,36,1,0,4,1
C00998,8,253.74,8,326.3,5,12,0,1,1,1
C00999,43,50.55,3,331.2,2,36,0,1,9,0
C01000,20,87.93,5,238.3,1,6,1,1,8,0
C01001,2,268.04,4,415.1,4,6,1,1,9,1
C01002,44,54.51,1,35.6,7,12,0,1,3,0
C01003,23,80.25,3,179.4,1,12,1,1,7,0
C01004,46,76.41,1,6.5,5,1,1,1,9,0
C01005,43,110.35,5,137.5,1,24,1,1,3,0
C01006,57,235.97,1,190.2,7,12,0,1,8,0
C01007,28,115.23,5,166.8,3,1,0,1,4,0
C01008,23,214.59,8,131.1,1,6,0,1,10,1
C01009,42,180.07,2,244.4,0,1,1,0,8,0
C01010,22,242.56,0,202.1,6,36,1,1,2,1
C01011,58,212.95,2,60.7,4,1,0,1,9,0
C01012,39,61.54,4,255.0,5,12,1,0,4,0
C01013,38,147.28,0,142.5,4,24,1,0,9,0
C01014,8,149.9,4,152.5,3,24,1,0,1,0
C01015,16,270.03,7,196.4,7,36,1,0,1,1
C01016,41,85.73,0,311.3,4,6,0,0,1,1
C01017,27,277.16,3,328.7,7,24,0,1,1,1
C01018,45,199.05,7,13.8,5,24,1,1,10,0
C01019,32,264.79,8,110.9,4,24,0,0,1,1
C01020,63,145.27,6,386.5,6,24,1,1,3,0
C01021,56,265.62,1,293.6,3,6,0,1,7,0
C01022,64,285.56,1,18.8,7,6,1,1,6,0
C01023,7,232.55,1,413.4,6,24,1,1,2,0
C01024,26,235.93,0,116.7,4,36,0,1,5,0
C01025,15,243.77,0,76.4,2,6,1,0,7,1
C01026,10,74.08,0,74.5,2,1,0,1,7,0
C01027,20,264.95,4,117.5,7,24,0,0,3,1
C01028,30,285.87,1,99.9,1,1,0,0,2,1
C01029,19,295.02,5,317.0,2,24,0,0,2,1
C01030,56,188.5,7,224.2,4,24,1,1,8,0
C01031,53,57.62,5,408.3,3,12,1,0,2,1
C01032,16,120.77,4,353.8,4,1,0,0,1,1
C01033,30,317.5,5,261.9,5,12,1,0,8,0
C01034,69,99.24,7,63.8,0,12,0,0,8,0
C01035,36,61.45,0,348.6,6,6,0,1,5,0
C01036,29,107.63,7,183.2,7,24,1,1,5,1
C01037,36,149.57,3,6.6,6,36,1,0,2,0
C01038,63,83.2,1,82.4,4,36,0,0,2,0
C01039,13,187.43,8,250.6,7,12,1,0,10,1
C01040,62,143.09,8,81.0,0,12,1,1,3,0
C01041,15,158.09,2,187.5,5,24,0,1,1,1
C01042,15,60.42,5,294.0,6,36,0,1,5,1
C01043,61,116.76,1,134.4,1,6,1,1,4,0
C01044,25,299.1,8,209.9,7,36,1,0,1,0
C01045,10,107.34,6,117.3,3,36,0,1,9,0
C01046,66,190.28,4,139.9,3,12,1,0,6,0
C01047,65,312.71,1,236.8,7,12,0,1,6,1
C01048,19,291.75,7,162.9,4,36,0,1,7,0
C01049,27,109.93,3,293.6,2,1,0,1,2,1
C01050,45,199.1,3,222.1,4,24,1,0,7,0
C01051,30,65.45,3,241.1,0,1,1,0,4,0
C01052,4,119.69,0,30.2,6,6,1,0,5,0
C01053,64,74.16,6,210.2,5,36,0,0,5,1
C01054,40,317.37,5,297.0,2,6,1,0,9,0
C01055,65,140.38,5,292.2,6,12,1,0,7,0
C01056,72,48.38,0,65.6,4,36,1,1,7,0
C01057,15,137.18,4,269.5,5,1,1,0,1,0
C01058,56,234.36,3,326.7,2,12,1,1,10,0
C01059,47,270.07,0,71.1,0,12,1,1,6,0
C01060,17,257.38,8,243.6,7,1,1,1,1,1
C01061,69,173.29,4,146.6,3,6,0,1,4,0
C01062,64,62.58,6,406.3,1,36,0,1,1,0
C01063,46,227.14,1,179.2,1,1,0,0,6,1
C01064,34,314.39,1,16.1,3,24,0,1,2,1
C01065,42,88.75,4,274.0,1,12,0,0,3,1
C01066,28,162.94,1,401.5,0,24,1,0,3,0
C01067,42,229.05,1,73.2,0,6,0,0,5,0
C01068,54,86.7,8,221.5,1,12,1,0,1,1
C01069,35,97.12,4,120.0,0,36,0,1,4,0
C01070,15,278.46,1,139.6,1,1,0,0,7,0
C01071,17,318.6,0,30.9,2,6,1,1,2,1
C01072,29,135.47,0,223.7,6,6,1,0,1,0
C01073,2,189.44,1,54.8,1,36,0,1,6,0
C01074,60,319.59,1,211.1,3,36,1,0,6,0
C01075,66,91.26,1,115.0,2,1,0,1,6,0
C01076,24,230.6,4,239.6,6,36,1,1,3,0
C01077,54,171.83,8,71.2,3,36,1,0,6,0
C01078,3,267.66,7,162.2,0,6,0,1,8,1
C01079,41,189.54,6,32.5,6,12,0,1,5,0
C01080,36,61.78,0,295.0,4,36,1,1,10,0
C01081,68,313.96,2,106.4,0,36,1,1,3,0
C01082,2,248.08,6,108.7,2,1,0,0,10,0
C01083,60,299.01,1,291.4,0,6,0,0,5,0
C01084,60,108.03,5,24.9,3,12,1,0,4,0
C01085,49,253.15,8,198.5,0,24,1,0,7,0
C01086,52,46.17,2,319.7,1,24,0,1,5,0
C01087,30,200.92,6,401.1,3,1,1,1,4,1
C01088,52,277.92,5,370.7,1,1,1,0,4,1
C01089,72,317.83,7,295.7,1,24,1,0,7,0
C01090,64,50.07,8,126.7,1,12,0,0,1,0
C01091,53,265.16,7,123.4,6,24,0,0,5,1
C01092,33,314.36,2,178.9,2,6,0,1,1,0
C01093,25,305.08,6,79.4,1,12,1,1,5,0
C01094,55,131.88,8,50.0,1,6,1,1,9,0
C01095,43,243.4,3,136.3,0,36,0,0,6,0
C01096,23,245.7,1,122.0,6,12,1,1,9,0
C01097,28,100.12,5,233.0,5,36,1,0,8,0
C01098,53,189.44,7,154.5,0,24,0,1,7,0
C01099,29,172.83,7,204.3,2,36,0,0,2,1
C01100,70,236.05,3,345.6,2,1,1,1,3,1
C01101,36,164.07,5,149.8,5,12,0,1,4,1
C01102,34,227.12,1,240.1,7,24,1,0,1,1
C01103,4,235.45,7,99.9,6,24,0,1,5,1
C01104,59,169.6,7,7.0,1,24,0,1,3,0
C01105,54,130.1,3,18.4,5,36,1,1,7,0
C01106,69,62.7,3,111.7,6,24,1,0,10,0
C01107,43,104.63,3,207.2,2,24,0,1,3,0
C01108,18,117.4,0,286.1,7,36,1,1,10,0
C01109,9,161.43,6,84.8,3,12,1,0,6,0
C01110,40,260.69,0,139.4,5,1,0,0,1,1
C01111,46,123.22,7,319.7,4,12,0,1,6,1
C01112,41,160.62,5,346.3,6,1,1,0,4,1
C01113,47,99.74,0,32.6,1,24,1,0,7,0
C01114,22,268.98,1,338.0,2,1,1,0,10,0
C01115,22,230.41,4,122.4,4,1,0,0,10,0
C01116,52,108.3,0,251.2,4,6,0,1,6,0
C01117,46,315.51,1,315.2,1,12,1,1,10,0
C01118,65,117.2,0,361.8,7,36,1,0,2,1
C01119,37,59.24,7,356.6,0,24,0,0,8,0
C01120,38,240.81,5,322.5,5,36,0,0,1,1
C01121,70,259.11,1,384.8,6,1,1,1,6,0
C01122,20,109.86,4,81.9,0,6,1,1,2,0
C01123,35,84.76,1,111.1,1,36,1,1,8,0
C01124,46,57.28,7,182.2,6,36,1,0,3,0
C01125,26,271.6,0,299.0,7,6,1,1,4,0
C01126,60,303.39,2,359.1,4,12,1,1,4,1
C01127,25,161.19,1,30.0,5,12,1,1,3,1
C01128,46,174.09,6,96.2,3,6,0,0,7,0
C01129,16,97.52,6,166.0,5,12,1,0,4,0
C01130,25,223.84,5,288.6,7,1,1,1,6,0
C01131,31,296.23,5,324.8,6,12,0,0,1,1
C01132,15,95.82,6,275.6,5,1,1,0,1,0
C01133,51,186.54,5,320.9,2,24,0,0,4,0
C01134,36,91.11,5,408.6,1,24,0,0,6,0
C01135,68,142.1,5,384.4,6,24,0,1,8,0
C01136,7,67.9,2,142.6,3,24,0,1,2,0
C01137,38,217.0,6,268.9,3,1,1,0,7,0
C01138,42,162.35,3,257.0,0,6,0,0,2,0
C01139,1,91.13,0,369.8,5,24,0,1,9,0
C01140,43,129.8,0,287.4,3,6,1,0,7,0
C01141,5,203.52,8,249.5,6,12,1,0,9,0
C01142,25,122.73,7,212.4,1,12,0,0,4,1
C01143,58,63.07,6,83.3,0,24,1,0,10,0
C01144,2,170.57,7,306.1,1,12,0,0,3,1
C01145,49,182.67,2,18.2,3,24,0,0,3,0
C01146,6,241.6,8,323.2,2,24,1,1,4,0
C01147,39,307.38,6,107.0,1,24,1,0,1,1
C01148,67,89.6,2,180.2,7,12,0,1,5,0
C01149,18,297.19,6,220.9,1,12,1,0,4,1
C01150,51,245.89,0,77.9,2,1,1,1,1,0
C01151,20,90.19,7,345.2,0,24,0,0,5,0
C01152,72,146.78,2,160.4,4,6,0,0,3,0
C01153,7,244.68,0,78.8,2,24,1,1,6,0
C01154,18,203.19,4,326.5,5,24,0,0,5,1
C01155,57,120.74,2,340.7,2,24,1,0,9,0
C01156,43,81.1,3,306.7,7,6,1,1,9,0
C01157,32,146.3,6,363.7,1,12,1,1,4,0
C01158,7,317.72,1,24.3,7,12,0,0,2,1
C01159,2,139.25,8,250.7,2,24,1,1,1,1
C01160,20,108.1,2,414.9,2,12,1,0,7,0
C01161,42,265.71,1,236.0,6,36,1,1,2,1
C01162,14,254.07,4,316.2,2,6,1,1,5,0
C01163,46,241.74,4,256.9,3,6,1,1,6,0
C01164,34,230.43,3,67.8,2,1,0,1,1,1
C01165,55,238.93,8,149.0,4,12,0,1,3,1
C01166,65,68.65,0,341.2,1,36,0,1,3,0
C01167,3,276.03,5,128.6,1,12,0,1,10,0
C01168,40,237.19,3,360.6,3,1,0,1,2,1
C01169,32,101.24,8,360.2,6,24,1,1,10,1
C01170,29,192.42,7,225.9,7,24,0,0,7,1
C01171,23,69.29,6,174.7,6,24,1,1,6,0
C01172,15,302.93,3,15.2,1,12,1,0,9,0
C01173,3,88.78,5,21.9,6,24,1,0,9,0
C01174,49,139.36,1,341.8,0,24,1,0,9,0
C01175,27,202.54,4,213.0,2,12,1,1,5,1
C01176,14,249.73,7,292.0,5,1,1,1,7,1
C01177,61,215.77,3,374.4,1,6,1,1,6,0
C01178,65,259.57,8,310.4,2,36,0,0,6,1
C01179,66,106.16,2,14.6,3,24,1,0,1,0
C01180,12,252.06,8,46.9,3,36,1,0,3,0
C01181,31,289.12,0,139.2,0,24,0,1,5,0
C01182,6,47.29,4,220.8,3,24,0,0,9,0
C01183,7,120.17,6,84.0,4,12,0,0,8,0
C01184,21,276.53,1,20.2,7,1,0,1,2,1
C01185,26,244.3,1,14.8,5,1,1,0,1,1
C01186,70,253.22,8,90.0,5,1,0,0,7,1
C01187,10,92.82,7,376.1,6,24,0,1,8,0
C01188,64,303.53,8,351.7,3,36,1,1,9,0
C01189,48,143.67,4,270.5,0,1,0,1,5,0
C01190,59,289.14,4,64.9,7,12,0,1,8,0
C01191,53,56.41,8,204.7,4,36,0,1,9,1
C01192,58,272.96,0,299.7,5,24,0,0,7,0
C01193,30,217.75,2,363.8,7,24,0,0,10,0
C01194,15,239.47,1,21.2,5,24,0,0,1,1
C01195,52,247.48,1,350.9,0,12,0,0,5,0
C01196,18,212.59,0,93.9,6,1,1,1,5,1
C01197,28,60.25,0,215.2,2,12,1,0,3,0
C01198,53,228.88,2,11.3,4,24,1,0,7,0
C01199,51,252.55,4,57.7,5,6,0,1,4,1
C01200,50,304.64,7,34.3,3,1,1,0,7,1
C01201,9,128.35,3,291.3,1,6,0,1,2,0
C01202,52,130.84,7,121.3,7,12,1,1,7,0
C01203,22,252.46,7,73.0,7,6,0,0,9,1
C01204,14,105.14,1,168.2,0,36,1,1,3,0
C01205,9,288.67,2,24.2,2,1,0,0,6,1
C01206,43,201.81,0,349.4,4,1,0,0,6,0
C01207,9,238.83,6,373.9,2,36,0,0,9,0
C01208,32,111.95,3,156.8,6,12,0,0,3,0
C01209,3,247.76,4,419.0,6,12,1,1,7,1
C01210,62,296.46,7,213.7,5,24,0,1,5,1
C01211,6,150.59,7,80.8,0,24,0,0,8,0
C01212,13,173.71,7,381.1,6,12,0,0,1,1
C01213,52,159.58,1,58.6,7,1,0,0,9,0
C01214,11,53.02,5,76.9,4,1,0,1,1,1
C01215,24,189.43,1,158.0,5,24,1,1,9,0
C01216,50,201.43,2,229.6,6,24,0,0,8,0
C01217,22,98.26,7,102.0,1,36,1,1,9,0
C01218,39,245.5,1,322.8,7,36,1,0,1,1
C01219,61,74.0,3,160.2,4,1,1,1,10,0
C01220,44,145.5,5,165.8,2,12,1,0,4,0
C01221,12,191.23,7,381.7,4,12,1,1,8,0
C01222,15,154.33,8,286.0,0,1,0,0,8,1
C01223,2,195.78,7,405.2,5,36,1,1,3,1
C01224,18,199.54,8,237.8,1,36,1,1,9,0
C01225,39,128.33,3,138.3,5,1,1,0,10,0
C01226,66,272.81,1,112.2,5,36,1,1,4,0
C01227,3,186.44,4,320.8,4,1,1,0,5,1
C01228,60,105.18,8,234.2,2,24,1,0,10,0
C01229,41,287.28,2,283.3,3,6,1,1,9,0
C01230,3,180.7,1,122.9,3,36,1,0,9,0
C01231,45,104.67,1,20.7,2,6,1,0,4,1
C01232,5,98.46,3,356.7,1,6,0,0,7,1
C01233,21,175.32,1,79.2,4,12,0,0,8,0
C01234,16,120.1,1,215.6,3,1,1,0,5,0
C01235,46,93.67,0,262.8,6,24,1,0,4,0
C01236,34,190.11,2,392.1,1,6,1,0,8,0
C01237,15,182.9,4,262.5,2,36,0,0,3,1
C01238,16,309.49,7,168.7,5,1,0,0,2,1
C01239,65,187.05,2,237.0,2,12,1,1,4,1
C01240,67,60.59,4,64.7,4,24,0,1,2,0
C01241,64,143.33,7,352.4,2,1,1,1,10,1
C01242,60,235.64,0,39.8,7,1,1,0,9,0
C01243,22,313.47,8,386.7,7,12,1,0,10,0
C01244,57,178.26,4,78.3,1,36,1,0,7,0
C01245,56,310.08,2,302.4,5,1,1,0,6,1
C01246,51,207.01,4,331.1,4,6,1,0,3,1
C01247,58,192.71,8,247.6,6,12,1,1,7,0
C01248,20,299.29,1,79.8,0,6,0,0,6,0
C01249,26,127.6,0,259.3,7,36,1,1,7,0
C01250,30,107.99,3,173.6,6,36,1,1,10,0
C01251,40,306.6,5,318.5,2,24,1,1,1,1
C01252,49,132.82,0,303.3,2,36,0,1,5,0
C01253,26,306.23,1,158.5,5,36,1,0,10,0
C01254,22,111.77,7,154.5,2,6,1,1,8,0
C01255,62,116.43,7,20.8,0,1,0,1,9,0
C01256,16,118.61,8,281.7,5,6,1,1,1,1
C01257,43,286.5,5,351.1,6,6,0,0,4,1
C01258,3,278.76,0,304.4,3,6,1,0,9,0
C01259,45,225.45,6,251.4,2,12,1,0,1,1
C01260,61,288.06,4,308.0,5,6,1,0,1,1
C01261,1,203.45,6,205.6,1,6,0,1,6,0
C01262,29,124.07,0,15.4,5,6,1,1,7,0
C01263,19,149.85,2,322.9,5,12,1,0,9,0
C01264,1,272.94,5,365.7,6,6,1,0,3,1
C01265,36,86.6,8,396.3,1,12,0,1,9,0
C01266,47,106.94,6,417.1,3,12,0,1,7,0
C01267,7,144.03,7,278.0,3,6,1,1,4,0
C01268,38,184.97,1,254.6,3,12,0,0,2,1
C01269,57,284.73,5,327.3,7,6,0,0,10,1
C01270,2,114.65,2,303.5,3,6,0,0,6,0
C01271,41,166.51,8,39.2,1,6,0,0,3,1
C01272,3,191.08,7,157.0,7,36,0,1,3,1
C01273,44,149.04,3,199.5,7,6,1,1,3,1
C01274,38,149.38,5,275.3,1,36,1,0,7,0
C01275,50,235.9,2,350.3,0,36,0,0,2,0
C01276,43,202.38,4,163.7,5,36,1,1,10,0
C01277,34,278.36,2,11.4,2,12,1,0,10,0
C01278,62,305.69,0,265.3,1,1,1,0,8,0
C01279,12,305.06,5,218.7,4,6,0,0,6,1
C01280,6,205.33,3,56.1,6,1,0,0,10,1
C01281,32,99.21,8,69.9,6,1,1,1,5,1
C01282,68,46.84,5,113.3,2,36,0,0,9,0
C01283,2,314.39,8,345.8,6,12,0,0,3,1
C01284,32,81.43,7,56.9,5,36,1,1,8,0
C01285,56,104.51,1,43.2,0,24,1,1,2,0
C01286,19,190.2,1,374.7,5,12,1,0,6,0
C01287,70,77.75,3,51.6,7,12,0,0,10,0
C01288,14,256.5,5,251.7,2,36,1,0,6,1
C01289,6,231.66,3,307.2,5,1,0,0,3,1
C01290,20,252.76,4,376.4,0,12,0,0,7,1
C01291,34,139.12,1,400.8,5,12,0,1,5,0
C01292,18,178.46,6,131.8,6,36,1,1,1,0
C01293,27,287.97,8,152.0,2,36,1,0,3,1
C01294,42,308.58,0,175.5,0,24,0,1,10,0
C01295,36,307.73,5,16.9,6,36,0,1,10,0
C01296,3,127.69,7,324.3,6,6,0,0,8,1
C01297,35,291.1,0,341.7,6,1,1,1,2,0
C01298,37,243.98,8,63.7,5,6,0,0,6,1
C01299,15,133.78,6,314.5,0,1,1,1,5,0
C01300,1,281.46,4,333.7,3,12,0,1,2,1
C01301,6,272.26,8,200.0,4,24,1,0,9,1
C01302,50,164.88,8,348.5,3,36,1,0,6,1
C01303,72,86.44,7,243.9,7,1,0,1,6,1
C01304,20,58.43,2,227.6,1,24,1,1,9,0
C01305,55,180.68,8,338.1,0,1,1,1,9,0
C01306,72,127.97,6,212.6,3,1,1,0,8,0
C01307,10,84.16,4,217.9,5,36,1,1,8,0
C01308,9,159.12,3,53.4,1,12,1,0,9,0
C01309,14,228.19,7,312.1,4,1,0,0,8,1
C01310,6,271.95,3,230.9,1,6,0,0,3,1
C01311,26,299.95,8,271.8,4,36,0,0,8,0
C01312,42,224.44,8,367.9,2,6,1,0,9,1
C01313,17,235.0,6,176.1,5,36,0,1,4,0
C01314,55,182.14,6,7.8,0,36,0,0,8,0
C01315,33,213.85,3,55.0,5,1,0,0,3,1
C01316,8,212.5,0,302.3,3,12,0,1,6,0
C01317,71,219.25,8,122.9,4,36,0,1,6,1
C01318,3,93.34,3,98.8,1,24,1,1,9,0
C01319,67,134.03,6,324.2,5,12,1,0,4,0
C01320,62,199.44,0,55.8,5,1,1,1,6,0
C01321,65,62.26,5,299.7,5,36,1,1,3,0
C01322,50,280.99,5,41.8,1,36,1,0,3,0
C01323,68,229.84,2,337.5,7,36,0,1,7,0
C01324,60,111.85,1,84.1,7,12,1,1,9,0
C01325,13,84.23,3,196.0,4,24,0,1,3,0
C01326,67,314.22,7,203.9,3,12,0,0,5,1
C01327,16,231.39,8,182.6,1,24,0,0,9,1
C01328,12,291.63,0,210.8,1,1,0,1,10,0
C01329,7,48.55,6,144.7,3,24,0,1,4,0
C01330,42,191.38,5,207.1,2,36,1,0,1,0
C01331,39,316.59,7,390.1,1,12,0,1,9,0
C01332,33,205.28,2,116.5,4,36,0,1,6,0
C01333,30,201.24,0,313.4,3,36,0,0,10,0
C01334,20,201.28,6,123.5,7,24,1,0,10,0
C01335,12,248.49,1,356.9,5,24,0,0,7,1
C01336,66,137.81,3,324.1,7,6,1,0,1,0
C01337,11,67.19,3,312.3,0,24,1,0,2,0
C01338,65,162.83,6,11.2,6,36,1,1,1,0
C01339,58,174.26,8,367.4,5,6,0,0,1,1
C01340,20,149.83,6,330.9,4,6,0,0,8,1
C01341,47,241.82,8,416.1,2,1,1,0,10,0
C01342,15,106.19,5,21.6,7,1,1,1,8,0
C01343,22,220.64,3,152.8,4,6,0,0,1,1
C01344,47,248.97,1,144.7,4,12,0,0,7,0
C01345,40,256.21,4,95.5,7,6,0,0,10,1
C01346,10,114.88,8,327.1,4,12,1,1,7,0
C01347,1,74.18,5,340.8,0,12,1,1,8,0
C01348,64,176.19,8,196.1,5,1,0,0,6,1
C01349,34,300.2,8,132.6,5,36,0,0,8,1
C01350,72,318.13,8,102.0,5,1,1,0,8,1
C01351,17,281.82,4,234.7,6,6,1,1,4,1
C01352,39,219.87,6,180.4,2,36,0,0,6,1
C01353,49,289.58,0,279.4,1,6,0,1,1,1
C01354,63,306.72,6,233.2,7,24,0,0,8,0
C01355,44,190.65,7,381.4,2,36,0,1,4,1
C01356,37,222.9,7,266.8,1,36,1,1,10,0
C01357,55,288.2,8,41.1,1,24,1,1,9,0
C01358,13,311.61,3,313.6,2,1,0,0,6,0
C01359,63,264.01,3,382.1,4,24,0,1,4,1
C01360,2,211.66,4,256.0,2,1,1,0,4,1
C01361,69,138.81,2,261.2,4,6,0,1,7,0
C01362,7,232.41,8,319.3,5,24,1,1,9,0
C01363,15,273.46,8,82.5,3,36,1,1,6,0
C01364,12,174.19,3,300.6,1,6,0,0,3,0
C01365,23,151.33,4,143.4,3,12,1,1,3,0
C01366,58,205.83,7,413.3,0,24,0,0,9,0
C01367,9,68.74,4,237.8,6,1,0,1,6,1
C01368,45,297.06,5,287.3,6,1,1,0,7,0
C01369,1,280.1,2,65.7,5,36,0,1,4,1
C01370,21,308.78,2,415.4,6,36,1,0,6,1
C01371,11,295.79,5,263.2,6,6,1,1,9,1
C01372,40,72.08,5,7.9,6,24,1,0,5,0
C01373,61,50.71,2,328.3,4,6,0,1,3,0
C01374,40,175.85,8,140.1,4,6,1,1,9,0
C01375,24,131.28,5,350.4,0,12,1,1,1,1
C01376,40,51.96,5,220.1,7,1,1,0,5,1
C01377,28,87.62,3,366.4,4,36,0,1,1,0
C01378,53,178.77,4,400.3,7,36,1,1,6,0
C01379,19,145.48,5,390.8,4,36,0,1,2,0
C01380,29,160.71,4,385.1,2,1,0,1,8,1
C01381,62,245.83,0,34.0,5,36,0,1,9,0
C01382,50,188.6,5,302.1,0,1,1,0,6,0
C01383,39,303.34,6,410.2,1,1,1,1,8,0
C01384,22,210.64,7,415.9,0,36,1,1,5,0
C01385,57,269.21,2,58.8,4,24,1,0,10,0
C01386,38,107.83,8,198.3,4,6,1,0,1,1
C01387,40,165.68,1,86.1,3,6,1,0,6,0
C01388,30,280.49,3,293.4,0,6,1,1,8,0
C01389,26,136.19,3,374.3,5,24,1,0,8,0
C01390,23,100.08,0,126.8,7,6,1,1,4,0
C01391,38,119.88,3,301.9,0,12,1,1,8,0
C01392,51,216.96,4,159.8,1,6,0,1,3,0
C01393,69,181.32,5,15.3,6,24,0,1,5,0
C01394,68,157.25,6,8.3,4,1,0,1,5,0
C01395,40,209.34,4,17.4,2,24,0,0,8,0
C01396,57,233.16,2,353.9,1,24,0,1,1,0
C01397,61,157.2,3,373.1,5,12,0,0,6,0
C01398,60,170.77,6,147.9,0,24,0,1,10,0
C01399,15,215.95,8,43.7,7,12,1,0,10,1
C01400,18,73.82,0,358.1,3,36,0,1,1,0
C01401,12,151.82,2,42.8,5,36,1,0,6,0
C01402,63,201.52,2,242.1,3,12,1,0,7,0
C01403,3,136.18,7,308.7,3,1,0,0,8,1
C01404,43,251.53,2,311.0,5,1,0,1,10,0
C01405,10,92.35,3,136.1,0,12,0,1,8,0
C01406,43,251.04,6,52.1,3,24,0,1,10,0
C01407,59,298.14,4,274.2,4,12,1,1,7,1
C01408,50,192.08,2,33.5,5,12,1,0,6,0
C01409,61,166.18,5,74.1,5,24,1,0,10,1
C01410,68,163.55,7,89.5,4,24,1,0,3,0
C01411,11,237.31,6,367.6,3,1,0,0,6,1
C01412,60,124.11,8,119.2,0,12,1,0,1,0
C01413,30,292.52,4,9.2,4,6,1,1,4,0
C01414,52,98.69,3,45.9,4,6,1,1,2,0
C01415,34,47.57,7,162.8,6,6,0,1,2,1
C01416,50,129.34,0,251.1,1,1,0,0,9,0
C01417,60,274.54,3,133.3,2,12,0,0,4,0
C01418,7,235.24,5,144.1,0,12,1,1,4,0
C01419,13,75.49,6,384.8,4,1,0,0,5,1
C01420,22,215.68,0,347.0,0,12,0,1,4,1
C01421,40,133.96,7,67.8,4,12,0,1,3,1
C01422,32,249.47,6,193.8,4,24,1,1,3,1
C01423,41,78.57,5,60.2,4,12,0,0,9,0
C01424,68,180.51,2,156.5,5,24,1,1,2,0
C01425,57,150.57,7,305.3,1,6,0,1,9,0
C01426,4,79.73,4,360.3,3,1,1,0,7,0
C01427,19,130.31,8,235.9,7,24,1,1,6,1
C01428,14,232.46,1,31.0,1,6,1,0,9,0
C01429,24,207.22,8,221.5,3,24,0,0,8,0
C01430,52,224.1,7,135.3,7,36,1,1,10,0
C01431,29,163.25,3,21.4,1,1,1,1,9,0
C01432,3,143.08,2,16.8,5,24,0,1,9,0
C01433,4,116.81,3,213.7,0,24,1,1,9,0
C01434,43,262.99,8,222.0,7,24,1,0,5,1
C01435,35,177.63,0,158.2,4,36,1,0,9,0
C01436,26,252.63,2,197.8,1,24,1,0,8,0
C01437,27,232.92,1,107.1,7,1,0,0,4,1
C01438,72,227.25,7,198.8,7,6,0,0,6,0
C01439,42,150.55,4,312.2,7,6,1,1,3,1
C01440,8,146.25,3,331.2,6,12,1,0,1,0
C01441,56,158.82,0,309.2,7,6,0,0,5,1
C01442,16,179.84,4,319.1,6,36,0,1,3,1
C01443,59,217.28,4,49.9,4,12,1,1,8,0
C01444,12,65.5,3,419.2,7,12,1,1,1,1
C01445,34,126.23,1,339.9,4,36,0,1,5,0
C01446,5,198.15,8,336.3,7,1,1,1,8,1
C01447,38,97.97,4,304.0,2,6,1,0,2,0
C01448,46,215.11,0,209.5,3,1,0,0,6,0
C01449,22,90.62,8,283.5,3,1,0,0,5,1
C01450,37,48.72,0,128.1,1,1,0,0,6,0
C01451,66,256.1,6,377.8,3,36,1,0,8,0
C01452,10,146.67,5,153.9,5,12,1,1,7,0
C01453,64,82.2,8,139.9,3,12,0,1,8,0
C01454,54,301.77,6,60.2,4,6,0,1,4,1
C01455,11,220.08,7,271.3,0,12,0,0,4,0
C01456,48,225.65,1,193.5,3,36,1,0,7,0
C01457,68,270.65,7,294.6,4,24,0,0,1,1
C01458,46,208.63,5,197.2,5,1,1,0,5,0
C01459,33,82.68,3,362.3,0,24,0,0,10,0
C01460,23,83.47,0,219.6,2,6,0,0,6,0
C01461,56,51.27,6,126.2,3,24,1,1,3,0
C01462,20,115.11,1,173.6,6,24,0,1,6,0
C01463,9,287.97,7,110.0,2,36,0,0,2,1
C01464,36,200.88,3,300.7,7,36,1,0,3,1
C01465,57,244.0,1,362.2,7,36,0,1,4,0
C01466,42,228.17,6,334.9,4,36,0,0,9,0
C01467,35,252.8,3,156.4,1,6,1,1,8,0
C01468,47,49.58,7,293.7,4,36,0,1,1,0
C01469,43,164.13,4,47.6,2,12,0,1,8,0
C01470,53,110.8,6,139.1,7,1,1,1,8,0
C01471,54,118.22,3,7.2,0,24,1,1,10,0
C01472,4,159.09,6,351.6,1,1,0,0,1,1
C01473,17,137.71,0,236.2,1,24,1,0,1,1
C01474,38,117.19,2,13.2,1,12,0,1,4,0
C01475,37,213.96,8,76.5,3,12,0,0,6,0
C01476,4,205.96,6,361.0,1,36,1,1,10,0
C01477,68,185.7,7,312.2,3,1,1,1,1,1
C01478,59,196.18,2,311.3,6,24,0,1,8,0
C01479,46,225.98,3,314.8,1,1,0,0,1,1
C01480,9,226.65,6,119.1,7,6,1,0,8,0
C01481,12,139.71,1,413.8,1,1,0,1,5,0
C01482,12,202.47,2,261.6,0,1,0,0,6,0
C01483,39,96.75,4,180.2,6,6,0,1,1,1
C01484,2,240.17,2,249.4,1,12,1,1,9,0
C01485,51,67.0,7,388.9,6,24,1,0,5,1
