property_id,floor_area_sqft,bedrooms,bathrooms,property_age_years,distance_to_city_km,distance_to_mrt_km,parking_spots,furnishing_score,neighborhood_income_rm,monthly_maintenance_rm,sale_price_rm
P0736,3568,6,5,35,32.6,3.32,4,1,8300,849.1,1540327.68
P0737,1491,3,2,30,11.0,3.56,2,2,16100,406.46,788287.57
P0738,2537,6,5,7,32.4,4.35,4,6,5800,729.03,1210570.93
P0739,1713,3,2,32,31.5,2.86,3,10,8900,631.69,782520.58
P0740,2887,6,5,4,10.5,2.54,4,6,4100,800.09,1444976.54
P0741,3337,6,5,23,23.0,4.76,4,3,4200,824.77,1491728.04
P0742,2409,6,5,0,13.5,0.31,4,8,11800,804.36,1348136.88
P0743,3557,6,5,13,33.0,4.03,4,6,4900,966.64,1512167.05
P0744,929,2,2,11,10.3,3.88,1,2,4000,351.45,434741.47
P0745,1217,3,3,18,25.1,4.78,1,2,11100,367.14,518704.05
P0746,1820,5,5,8,14.6,0.57,4,9,8600,664.56,1087062.39
P0747,4176,6,5,17,22.1,2.17,4,6,19200,1022.32,2079184.56
P0748,2652,6,5,14,25.1,3.6,4,9,19600,830.08,1446965.15
P0749,893,2,2,27,4.4,4.03,1,3,6700,340.17,458603.11
P0750,2301,5,5,3,21.6,4.59,4,2,16500,660.67,1281818.19
P0751,937,2,3,16,14.5,2.97,2,1,6400,364.71,414491.14
P0752,4002,6,5,5,16.7,3.55,4,10,22000,1065.86,2144059.25
P0753,3295,6,5,16,14.0,4.6,4,4,8200,828.92,1614973.0
P0754,3308,6,5,34,2.2,2.04,4,3,20200,859.15,1805505.85
P0755,3383,6,5,31,12.6,4.08,4,6,21100,928.32,1775503.26
P0756,1789,3,2,8,2.0,0.65,1,4,4100,465.94,896062.73
P0757,3206,6,5,15,17.4,3.17,4,4,5700,835.17,1476105.8
P0758,639,1,1,9,28.5,2.28,0,8,4000,337.0,239529.02
P0759,2947,6,5,18,22.3,4.19,4,6,3700,792.73,1361604.45
P0760,2252,5,5,35,38.0,0.28,4,8,16600,740.46,1097513.49
P0761,3054,6,5,14,27.6,2.69,4,10,11500,905.05,1504652.69
P0762,4191,6,5,31,24.2,3.27,4,7,4000,1034.51,1873752.57
P0763,3524,6,5,22,17.5,2.59,4,6,18900,971.67,1819049.27
P0764,4167,6,5,24,36.5,4.18,4,6,15500,1082.04,1864179.77
P0765,4009,6,5,13,11.8,3.77,4,8,6800,1014.95,1937288.19
P0766,3800,6,5,19,10.1,2.83,4,6,10100,971.7,1902953.17
P0767,1199,2,3,2,30.9,1.75,0,10,9300,387.89,606192.06
P0768,1943,5,4,35,11.3,0.84,4,9,18900,704.69,1210208.83
P0769,3443,6,5,29,36.6,3.8,4,10,19100,997.96,1727866.0
P0770,721,3,2,10,24.5,4.37,2,3,10900,346.6,380570.4
P0771,3671,6,5,6,7.1,1.88,4,2,8600,908.69,1788203.18
P0772,1554,4,4,18,19.9,0.52,3,7,12700,571.66,926768.49
P0773,1555,3,4,26,30.2,0.78,2,7,13900,563.71,837180.51
P0774,3344,6,5,28,6.8,0.15,4,2,5600,839.75,1611025.61
P0775,2195,4,4,3,15.9,0.28,4,3,18200,616.88,1257384.51
P0776,3254,6,5,26,16.2,3.44,4,5,21900,899.99,1699625.49
P0777,1959,4,4,33,23.8,0.82,3,8,19900,614.13,1039892.95
P0778,3220,6,5,22,33.9,3.93,4,4,11200,816.03,1449727.24
P0779,2751,6,5,8,20.5,2.75,4,2,16500,754.36,1415362.7
P0780,1205,2,1,34,23.1,1.28,1,7,16400,386.94,625862.41
P0781,795,2,2,32,14.4,0.33,2,2,14900,306.9,508944.84
P0782,1517,5,5,34,32.3,1.25,4,5,20500,591.54,853360.6
P0783,3478,6,5,8,27.6,2.65,4,2,11800,881.69,1685337.58
P0784,2410,5,4,27,31.7,0.5,3,7,6800,710.43,1142430.97
P0785,2377,5,5,33,16.2,2.84,4,5,18400,717.74,1266561.34
P0786,2555,6,5,10,6.8,0.72,4,8,6800,832.7,1409351.44
P0787,2652,6,5,13,18.1,0.26,4,9,12900,857.53,1499518.59
P0788,1001,1,1,18,3.0,0.85,0,5,13000,310.51,684970.49
P0789,2540,5,4,9,30.1,2.17,4,5,9000,715.51,1209771.23
P0790,2792,6,5,2,16.7,2.91,4,8,12100,856.69,1496998.18
P0791,2496,6,5,8,29.3,2.57,4,8,20500,770.19,1424692.14
P0792,3826,6,5,26,15.6,4.51,4,9,4600,1072.49,1722797.77
P0793,4195,6,5,17,25.1,4.34,4,1,18100,1010.11,2016550.07
P0794,3192,6,5,35,4.6,4.78,4,10,4800,970.29,1503444.71
P0795,2687,5,5,32,34.2,0.69,4,3,3900,727.16,1147710.73
P0796,3986,6,5,5,31.0,3.07,4,10,4600,1066.63,1859886.73
P0797,645,2,2,11,16.6,4.31,1,7,10000,284.2,441144.31
P0798,1718,3,2,16,29.5,0.86,2,3,5000,516.69,715951.48
P0799,1882,3,2,3,12.4,0.58,1,7,11700,523.55,1109540.59
P0800,762,1,1,15,19.5,3.79,0,2,10300,207.22,331851.58
P0801,2453,6,5,4,19.2,2.1,4,1,10300,688.95,1271995.96
P0802,3675,6,5,8,12.6,2.09,4,9,8700,1027.79,1829615.84
P0803,1133,3,4,10,30.0,2.73,2,9,15000,426.12,706698.98
P0804,3092,6,5,10,1.5,4.67,4,5,18800,821.65,1669471.74
P0805,3335,6,5,13,22.9,2.6,4,3,17100,872.61,1689323.51
P0806,1053,2,3,35,38.0,4.4,0,10,16400,445.28,508145.62
P0807,1853,5,5,16,37.3,3.57,4,4,20400,659.84,994826.4
P0808,3005,6,5,8,25.1,0.11,4,1,3700,800.17,1428147.05
P0809,2242,6,5,31,29.3,2.74,4,2,17200,610.65,1180874.2
P0810,3303,6,5,24,31.7,1.85,4,1,6600,832.81,1407373.6
P0811,1340,3,2,14,28.6,3.82,3,6,8400,467.2,593546.71
P0812,3490,6,5,31,36.8,0.28,4,10,8800,928.91,1555039.37
P0813,3913,6,5,7,33.3,2.89,4,3,17600,939.72,1890002.7
P0814,3019,6,5,4,23.0,3.76,4,5,18000,868.97,1552820.22
P0815,4158,6,5,17,8.5,3.42,4,9,19200,1061.73,2132334.29
P0816,2299,6,5,3,32.7,1.68,4,5,6600,721.84,1101662.15
P0817,2461,6,5,33,29.2,4.43,4,1,10600,726.82,1093698.16
P0818,2155,4,4,5,33.6,4.06,4,4,21100,658.28,1159517.79
P0819,854,1,1,10,13.5,0.41,1,2,4200,300.72,427961.21
P0820,3115,6,5,15,5.4,1.27,4,1,12000,804.67,1602279.45
P0821,1519,3,4,28,29.4,3.16,3,2,5600,539.87,650821.73
P0822,4195,6,5,8,3.8,4.03,4,5,19100,1057.72,2191364.06
P0823,819,1,2,3,21.9,1.55,0,7,5900,333.15,346430.24
P0824,3775,6,5,0,18.0,2.37,4,10,19300,989.63,2055122.67
P0825,3216,6,5,29,20.4,2.98,4,2,3800,842.4,1482563.93
P0826,1343,4,3,32,10.9,2.16,4,10,14800,560.33,873611.14
P0827,1113,2,1,8,12.9,2.24,2,6,11400,440.71,636650.25
P0828,2473,6,5,21,12.1,4.85,4,10,20300,812.97,1441392.87
P0829,784,1,2,35,32.8,2.17,0,4,19800,319.97,413076.4
P0830,3285,6,5,29,23.4,1.72,4,10,12000,952.91,1576293.08
P0831,2264,5,4,6,18.1,3.97,3,8,9100,740.52,1131891.35
P0832,2460,6,5,15,19.0,3.86,4,7,8700,746.83,1206900.4
P0833,3933,6,5,0,4.2,0.25,4,3,10900,967.98,1986185.93
P0834,2024,4,3,12,8.7,0.95,3,3,12100,630.07,1070868.94
P0835,1557,3,2,1,7.9,1.38,1,1,20800,380.98,984939.36
P0836,1936,4,4,29,10.3,4.07,4,3,16900,662.19,1028894.17
P0837,3102,6,5,4,5.8,4.43,4,4,8400,839.62,1587664.14
P0838,2309,6,5,2,29.4,2.98,4,5,7300,688.39,1109104.15
P0839,768,3,3,8,32.6,4.85,2,4,5500,374.71,326950.9
P0840,1235,4,4,32,15.2,2.64,2,6,21700,441.69,795044.31
P0841,3394,6,5,31,18.8,2.95,4,10,20100,914.58,1778629.42
P0842,4085,6,5,13,12.7,4.45,4,3,13000,976.75,2016142.32
P0843,897,1,1,18,17.7,1.82,1,1,15400,299.69,495998.15
P0844,2321,6,5,31,13.1,1.97,4,8,9400,720.34,1252286.82
P0845,860,2,1,18,32.3,2.61,2,2,10500,381.46,376587.18
P0846,706,3,2,21,8.7,1.71,2,5,8300,367.64,475267.11
P0847,1114,4,5,34,34.8,0.14,3,5,12300,483.83,551389.31
P0848,2925,6,5,30,25.4,4.95,4,7,9300,813.19,1373615.77
P0849,3618,6,5,14,20.3,3.95,4,8,12200,1006.43,1763618.11
P0850,3704,6,5,13,17.5,4.28,4,6,7000,976.47,1761406.74
P0851,1075,3,4,0,19.7,3.33,2,6,9200,417.41,622849.02
P0852,3739,6,5,19,13.4,0.21,4,3,7400,986.74,1767702.38
P0853,1902,6,5,25,37.3,1.1,4,2,17100,585.0,969355.68
P0854,2399,6,5,5,7.8,3.41,4,1,21100,684.16,1472652.6
P0855,659,1,1,4,34.8,1.99,0,4,10900,272.58,303275.42
P0856,2673,5,4,20,32.9,2.11,3,2,6800,703.79,1166132.79
P0857,2508,6,5,24,36.4,4.34,4,4,11400,722.66,1141268.73
P0858,3022,6,5,12,19.8,3.46,4,4,3600,871.07,1361845.13
P0859,2375,5,5,15,20.7,4.56,4,8,15300,761.11,1272035.87
P0860,4158,6,5,19,15.8,4.13,4,7,9800,1030.4,1938156.53
P0861,3080,6,5,29,15.5,3.33,4,10,5900,893.76,1492584.55
P0862,4115,6,5,34,12.2,4.59,4,4,16100,1009.83,1988112.26
P0863,3670,6,5,23,4.3,0.62,4,7,15000,941.08,1942355.65
P0864,659,1,2,29,15.4,3.76,0,7,4400,243.69,270931.97
P0865,1019,3,2,20,26.0,2.37,2,2,5600,372.26,434515.45
P0866,1124,3,3,10,7.7,0.19,1,3,11000,325.74,810545.43
P0867,3586,6,5,4,26.0,0.15,4,3,14700,897.29,1805845.13
P0868,3314,6,5,28,26.9,4.2,4,2,13400,869.55,1558541.88
P0869,2368,5,5,0,3.3,1.95,3,4,13000,710.12,1390501.17
P0870,664,1,1,12,26.3,0.41,0,3,22000,212.22,498723.96
P0871,2252,6,5,20,13.3,3.17,4,4,17300,672.87,1273555.16
P0872,983,2,2,11,2.0,3.3,0,7,8900,346.82,625105.44
P0873,820,3,3,23,3.1,4.44,2,5,18800,367.56,728091.85
P0874,3791,6,5,16,36.5,3.04,4,7,20800,1038.84,1859777.28
P0875,3709,6,5,21,7.9,3.83,4,6,20500,967.83,1949443.91
P0876,2946,6,5,32,24.9,1.24,4,1,9400,724.4,1413009.75
P0877,3658,6,5,15,28.4,3.81,4,2,5000,876.2,1581029.75
P0878,2089,4,5,2,10.2,3.65,3,6,6900,620.83,1112888.12
P0879,3186,6,5,26,25.2,1.51,4,4,11900,835.75,1536467.83
P0880,3273,6,5,14,23.7,1.97,4,3,14800,868.12,1653367.29
P0881,814,2,1,12,3.4,4.96,0,3,5800,239.89,375839.08
P0882,1387,2,3,5,17.1,2.39,0,4,9700,380.06,704213.31
P0883,3031,6,5,18,22.5,4.84,4,5,15800,793.58,1564863.86
P0884,1237,3,3,27,19.9,3.7,1,8,4000,469.85,530506.26
P0885,2300,4,4,34,7.1,3.66,3,7,15300,673.58,1228508.99
P0886,2519,5,5,8,27.6,1.06,3,1,3800,696.59,1187164.66
P0887,3541,6,5,31,16.3,2.14,4,6,13300,938.34,1713884.52
P0888,2224,4,3,24,35.5,0.9,3,5,21900,640.18,1122007.19
P0889,3454,6,5,23,26.9,3.29,4,4,9700,897.49,1619304.31
P0890,3444,6,5,9,11.0,2.33,4,3,10000,860.66,1717908.25
P0891,2918,6,5,0,5.8,0.55,4,7,13600,859.85,1681190.75
P0892,1323,3,2,27,10.7,1.58,3,7,18500,497.94,853890.75
P0893,2235,6,5,6,24.7,3.91,4,3,10300,693.17,1178309.57
P0894,1811,3,2,31,1.6,0.44,3,7,16900,596.66,1077800.48
P0895,1731,5,5,10,7.9,1.01,3,4,15900,522.78,1157472.06
P0896,3885,6,5,12,3.7,1.0,4,5,13900,983.37,2020125.15
P0897,3107,6,5,10,4.4,0.52,4,5,5100,833.48,1561747.66
P0898,3305,6,5,3,11.2,4.78,4,10,4500,904.58,1603215.98
P0899,2689,5,5,33,37.5,3.83,4,8,12100,820.46,1185060.66
P0900,1955,5,4,23,25.8,1.95,3,6,11900,649.53,1041291.5
P0901,562,1,2,25,28.0,4.45,0,1,18900,165.45,233047.41
P0902,3627,6,5,28,24.1,3.33,4,9,14000,1006.88,1734351.86
P0903,562,2,2,1,24.6,4.38,2,6,20800,327.59,469376.76
P0904,3059,6,5,27,35.8,4.71,4,2,13300,784.01,1362772.09
P0905,1349,4,3,33,33.5,3.95,4,9,4300,543.61,543421.26
P0906,3306,6,5,10,34.2,4.78,4,9,9600,907.42,1499727.11
P0907,1248,4,5,5,5.3,4.97,2,3,11800,460.9,819756.65
P0908,1605,5,5,7,25.8,4.62,4,8,5800,644.45,790459.86
P0909,1913,4,5,4,25.0,1.95,4,7,20200,672.55,1100164.91
P0910,3861,6,5,16,5.7,0.53,4,6,18600,1040.7,2049483.83
P0911,3599,6,5,23,6.2,1.64,4,10,3500,978.9,1722591.58
P0912,2139,5,5,23,30.6,4.68,3,9,20400,698.18,1146962.17
P0913,1459,2,2,0,21.1,2.36,0,5,9100,412.6,679450.63
P0914,1147,4,5,2,23.4,1.61,4,2,10500,510.14,719556.14
P0915,3443,6,5,13,19.6,3.55,4,1,12000,827.01,1657961.96
P0916,3869,6,5,3,35.2,3.9,4,7,11100,1058.86,1727483.39
P0917,3250,6,5,35,15.8,2.17,4,6,13500,876.11,1589925.78
P0918,3402,6,5,35,15.9,0.74,4,1,21600,834.77,1778368.89
P0919,3231,6,5,8,17.6,2.46,4,4,9000,890.02,1615051.48
P0920,2033,6,5,6,26.3,4.94,4,7,14400,697.88,1167915.42
P0921,1239,2,1,22,37.1,0.98,0,2,16600,352.03,487929.18
P0922,3118,6,5,15,2.7,1.28,4,5,21100,860.86,1761230.1
P0923,1256,4,5,24,29.8,4.96,4,2,15300,516.57,662197.53
P0924,3225,6,5,0,5.9,0.5,4,9,9200,870.8,1718993.62
P0925,2896,6,5,17,26.8,0.56,4,3,13300,785.7,1431724.4
P0926,2890,6,5,20,3.8,4.55,4,3,13800,817.49,1518287.56
P0927,630,2,3,34,30.1,2.7,0,9,18400,315.3,416026.05
P0928,3636,6,5,7,8.1,3.04,4,1,17700,891.2,1879173.91
P0929,1837,3,2,8,22.5,3.3,1,9,10000,598.81,995711.01
P0930,2623,6,5,34,7.8,4.89,4,1,9800,694.2,1324549.89
P0931,2677,6,5,34,17.7,2.93,4,6,16800,824.94,1459055.83
P0932,2641,5,5,6,25.7,0.32,3,4,7100,698.35,1279918.62
P0933,3960,6,5,35,9.4,1.86,4,10,14300,1020.24,1984180.28
P0934,1218,3,3,5,36.0,3.41,3,3,17200,420.62,705697.52
P0935,3128,6,5,12,27.6,2.86,4,9,18900,867.44,1655743.13
P0936,3776,6,5,1,36.7,1.31,4,2,17100,894.68,1811432.32
P0937,2796,6,5,21,24.9,1.88,4,5,7200,830.17,1325088.51
P0938,2094,4,4,6,30.1,0.71,4,5,18500,699.05,1172020.27
P0939,2555,5,5,22,27.1,4.34,4,5,19000,709.81,1356520.16
P0940,3629,6,5,22,30.9,3.42,4,9,18700,1029.42,1800245.58
P0941,2199,5,5,8,11.0,3.46,4,3,20300,624.46,1296436.38
P0942,766,3,4,23,27.3,1.32,3,7,21500,412.66,647978.99
P0943,2347,6,5,32,12.0,4.77,4,4,11300,714.02,1233243.93
P0944,3706,6,5,5,4.3,1.28,4,3,18200,888.82,2036343.93
P0945,3595,6,5,31,31.0,0.15,4,9,6900,983.07,1500901.94
P0946,4187,6,5,7,16.3,3.12,4,1,21700,988.16,2144458.89
P0947,2738,6,5,15,37.8,3.34,4,10,4500,853.58,1260083.79
P0948,4162,6,5,11,4.2,4.21,4,6,4800,1043.43,1975272.63
P0949,2102,4,4,7,13.8,3.43,4,2,10900,612.28,1108341.97
P0950,3572,6,5,25,9.4,1.59,4,9,4400,1024.5,1736829.82
P0951,3080,6,5,22,1.7,2.36,4,6,6200,806.92,1584688.68
P0952,2002,4,3,27,19.5,0.52,4,3,14000,588.74,1036174.12
P0953,2546,5,4,16,9.8,2.04,4,6,14400,799.5,1374424.03
P0954,2346,6,5,10,6.6,3.76,4,6,21600,694.13,1462171.78
P0955,1326,3,2,8,15.9,3.75,1,3,20500,369.58,789530.14
P0956,1638,3,3,31,21.6,4.02,3,3,11800,550.95,784952.94
P0957,3746,6,5,24,6.3,4.79,4,3,7400,924.69,1833226.29
P0958,763,3,3,27,37.1,3.71,2,8,10900,371.56,345527.59
P0959,888,2,1,9,28.1,1.02,1,2,10200,358.27,433858.09
P0960,1362,3,4,6,27.1,2.56,1,4,18600,431.05,877318.5
P0961,1159,2,1,8,16.1,1.44,0,3,14400,286.39,692095.95
P0962,2107,5,5,19,27.1,4.9,3,6,14400,644.18,1142951.79
P0963,2638,6,5,3,12.6,1.42,4,6,21700,768.65,1594699.77
P0964,717,1,1,20,9.2,2.41,1,2,14500,246.54,484484.91
P0965,2562,6,5,19,5.6,3.38,4,9,6800,782.28,1349511.01
P0966,3739,6,5,23,10.2,1.45,4,7,5700,1025.74,1758932.23
P0967,1084,4,5,7,3.0,4.84,4,4,8400,493.59,749265.06
P0968,2788,6,5,19,28.0,4.95,4,9,21900,805.21,1492355.87
P0969,1073,2,2,35,27.5,4.47,2,6,12800,419.99,465256.19
P0970,827,2,2,33,35.5,2.57,0,3,18800,252.27,330985.7
P0971,1078,3,2,3,30.5,3.5,3,7,16100,491.51,708512.15
P0972,1227,3,4,24,22.0,2.01,3,5,8700,444.27,562351.48
P0973,1205,4,3,0,33.6,3.97,3,9,21600,541.96,796227.74
P0974,1763,5,5,35,5.8,1.2,4,4,10900,549.25,1083134.17
P0975,1156,3,2,17,33.4,0.35,1,4,17100,342.7,604555.07
P0976,2061,5,4,35,11.1,0.75,4,5,11800,709.51,1074196.39
P0977,3113,6,5,14,28.2,1.47,4,1,17200,818.07,1633192.62
P0978,2939,6,5,24,36.0,1.36,4,10,17600,849.64,1422387.89
P0979,2361,5,5,17,8.9,3.19,4,3,14900,664.15,1314747.03
P0980,2512,5,5,11,18.3,4.1,3,4,18000,694.21,1335780.76
P0981,3537,6,5,18,2.3,0.9,4,7,21000,961.44,2004595.34
P0982,1554,4,5,25,5.2,2.68,4,1,18900,481.69,1027491.1
P0983,2122,4,3,0,29.4,3.26,2,3,9800,604.97,995525.99
P0984,3006,6,5,6,21.3,4.11,4,2,8600,759.0,1534862.53
P0985,3661,6,5,10,12.7,2.45,4,1,17400,920.18,1888931.7
P0986,3928,6,5,34,12.3,2.61,4,3,3500,1014.26,1747809.97
P0987,648,1,1,24,6.9,3.31,0,7,21000,329.06,554556.4
P0988,1244,2,1,6,36.4,1.48,0,10,12000,395.76,572578.67
P0989,897,1,2,9,8.0,2.7,1,3,20800,314.98,732881.11
P0990,3109,6,5,6,11.4,2.55,4,5,21700,879.49,1740762.16
P0991,3781,6,5,9,13.2,2.01,4,8,5200,967.9,1770643.14
P0992,1142,2,2,8,8.1,1.99,1,8,14300,424.69,780379.74
P0993,2245,6,5,21,6.5,4.73,4,7,14200,723.03,1247925.1
P0994,2746,6,5,5,22.7,2.17,4,4,21400,731.01,1542123.03
P0995,2031,4,3,1,14.7,2.42,2,2,5000,590.72,949196.15
P0996,3739,6,5,29,6.8,4.28,4,4,8800,983.8,1843546.45
P0997,778,3,2,7,36.6,3.55,2,1,21300,358.53,465517.5
P0998,3264,6,5,30,32.1,4.37,4,3,12800,817.65,1524942.76
P0999,1553,3,2,26,7.0,0.99,3,3,17000,530.4,930395.87
P1000,1931,5,5,0,12.0,0.86,4,1,18900,614.69,1278220.47
P1001,2611,5,4,25,31.9,3.43,4,9,21700,840.93,1404033.41
P1002,3455,6,5,10,11.4,0.55,4,3,8900,877.94,1717913.18
P1003,779,1,1,11,31.5,4.88,1,2,21200,286.06,433190.63
P1004,3938,6,5,3,30.8,3.27,4,5,6200,959.28,1823428.15
P1005,2035,6,5,1,10.2,0.9,4,2,8900,630.01,1178973.06
P1006,2809,6,5,2,10.3,0.52,4,10,4600,861.99,1448747.64
P1007,3786,6,5,3,13.0,4.72,4,6,10700,1029.35,1846741.69
P1008,2150,6,5,8,27.1,0.58,4,9,6000,725.22,1100520.03
P1009,3724,6,5,24,18.9,4.36,4,5,7600,925.47,1640397.19
P1010,932,3,2,13,31.0,3.31,3,3,16300,400.39,553887.81
P1011,3534,6,5,33,35.5,1.77,4,6,10900,924.15,1609382.54
P1012,4198,6,5,24,10.2,4.99,4,2,7400,1016.33,1905225.51
P1013,2587,5,4,9,29.5,1.62,3,8,5900,752.14,1216314.08
P1014,829,2,3,23,14.4,0.45,2,8,10100,453.83,554409.28
P1015,1598,4,5,8,35.8,4.86,3,1,12800,530.54,721928.88
P1016,3337,6,5,23,20.2,3.16,4,6,5600,920.88,1578559.43
P1017,2622,6,5,2,24.2,3.25,4,4,21400,782.08,1556557.28
P1018,1740,4,3,25,32.7,1.19,3,2,12400,528.79,825067.2
P1019,3181,6,5,6,4.6,3.69,4,7,8600,876.73,1688968.99
P1020,3025,6,5,30,5.7,2.33,4,3,15500,775.05,1624995.07
P1021,1424,3,4,2,37.6,3.89,1,6,14500,501.18,727588.78
P1022,643,3,3,17,10.7,0.96,1,2,10500,255.25,491574.91
P1023,1771,5,5,26,20.7,3.38,4,3,4800,544.02,861264.65
P1024,3635,6,5,12,14.2,2.15,4,9,21100,1020.69,1954754.3
P1025,3403,6,5,24,31.5,2.85,4,4,5400,912.81,1465600.12
P1026,3270,6,5,20,2.0,4.49,4,8,11600,875.96,1701659.42
P1027,3310,6,5,33,27.9,4.94,4,8,19800,968.75,1660641.27
P1028,1318,3,4,34,29.8,3.04,1,6,8800,479.48,581366.4
P1029,3333,6,5,23,31.2,0.18,4,9,6600,957.87,1509653.38
P1030,2230,5,5,34,17.0,4.87,4,2,8000,651.28,1015913.78
P1031,2078,4,5,10,21.3,1.97,4,7,19700,666.36,1172500.44
P1032,4060,6,5,6,4.8,0.18,4,2,16200,1009.79,2085539.52
P1033,3105,6,5,28,19.9,4.05,4,5,14200,820.09,1542866.78
P1034,1018,1,1,7,14.3,3.99,0,7,20000,377.62,635203.08
P1035,3585,6,5,23,30.1,2.59,4,5,11300,969.15,1670197.0
P1036,1539,3,3,2,2.1,0.85,2,9,18800,526.77,1060976.26
P1037,1248,4,4,15,21.8,2.02,4,7,4800,568.77,633073.62
P1038,3156,6,5,11,16.2,1.66,4,7,9400,842.04,1589043.21
P1039,3831,6,5,7,24.5,3.94,4,5,17600,945.49,1906168.06
P1040,655,2,1,9,2.5,3.57,0,10,13200,280.43,554189.17
P1041,3557,6,5,22,8.3,3.3,4,5,8400,933.8,1739378.68
P1042,3769,6,5,3,11.5,4.68,4,1,19800,968.9,2041865.56
P1043,4100,6,5,29,35.3,0.7,4,5,10200,1067.46,1863213.2
P1044,2030,4,4,6,19.4,0.21,2,8,19500,579.03,1245375.95
P1045,3365,6,5,20,24.6,2.31,4,3,11100,822.71,1621130.37
P1046,3034,6,5,21,37.8,2.47,4,10,17400,846.62,1544884.3
P1047,2687,6,5,7,8.5,0.24,4,9,16600,847.76,1598904.13
P1048,1438,2,2,8,9.5,3.67,0,5,10500,407.0,803122.08
P1049,926,2,3,35,25.3,2.39,1,7,16600,420.31,544592.68
P1050,1360,4,5,17,36.6,0.6,4,5,7700,564.21,645917.37
P1051,3507,6,5,28,17.0,3.76,4,10,6200,991.99,1595682.83
P1052,2081,6,5,28,7.6,0.27,4,5,18500,655.56,1313980.1
P1053,3023,6,5,22,16.0,0.66,4,7,8200,843.91,1554260.81
P1054,2073,4,4,7,1.9,3.47,4,6,8900,671.68,1192039.62
P1055,3807,6,5,35,3.9,1.49,4,9,9000,983.55,1872859.43
P1056,4168,6,5,26,26.4,2.23,4,4,8500,983.21,1920606.18
P1057,2573,6,5,17,16.9,0.71,4,10,11800,822.26,1398136.97
P1058,623,2,3,0,34.8,1.49,1,1,17100,290.94,428611.68
P1059,710,2,3,1,4.0,0.57,1,5,10500,294.52,576129.52
P1060,3722,6,5,3,15.9,3.51,4,8,19900,1042.68,1997892.74
P1061,1047,2,3,6,2.6,0.33,0,3,6100,363.81,674925.13
P1062,1477,3,2,12,27.9,4.08,3,1,21100,509.66,788254.13
P1063,1613,3,2,3,36.1,0.47,2,10,13200,547.33,838934.0
P1064,2437,5,4,20,33.0,3.79,4,8,20600,726.9,1295065.29
P1065,2711,5,5,30,25.6,4.88,4,8,9200,773.16,1256316.27
P1066,1995,6,5,13,26.9,0.47,4,1,8900,552.41,968588.22
P1067,1435,3,3,12,19.3,1.77,3,9,16600,597.15,889010.45
P1068,2409,6,5,32,5.4,0.74,4,7,15000,784.41,1358013.32
P1069,2653,5,5,12,4.0,2.17,4,5,18200,782.38,1595899.81
P1070,3601,6,5,1,34.1,1.02,4,8,20400,977.27,1921677.49
P1071,1991,5,4,35,4.6,2.21,3,7,16300,630.46,1153290.31
P1072,2064,4,3,24,28.2,2.17,3,4,13800,582.18,1036897.89
P1073,1680,5,5,31,20.4,0.64,3,4,6300,517.36,842678.89
P1074,1640,3,2,34,5.2,1.21,3,7,13500,563.49,938418.1
P1075,1450,4,5,17,19.6,0.94,2,6,19800,471.8,904963.98
P1076,936,1,2,30,28.5,4.28,1,4,7800,322.99,293879.44
P1077,834,1,1,21,34.3,0.79,0,8,14400,319.53,415561.52
P1078,865,1,2,0,23.2,4.85,1,1,16000,330.02,531316.78
P1079,2485,5,4,1,22.2,4.95,3,9,16300,717.03,1349691.48
P1080,1797,5,5,28,19.4,1.82,4,5,20400,612.11,1107808.85
P1081,2042,5,4,22,12.5,1.74,4,10,15800,678.84,1182201.75
P1082,634,1,1,14,25.6,0.79,0,1,9700,223.88,240319.47
P1083,3400,6,5,13,28.7,1.05,4,2,10500,903.71,1578971.4
P1084,2390,6,5,16,34.7,1.81,4,7,18500,735.93,1212356.98
P1085,1681,4,3,2,22.7,3.54,4,2,14500,586.11,879368.21
P1086,1971,5,4,0,19.7,3.46,4,3,16800,667.45,1124738.28
P1087,3105,6,5,10,12.6,1.51,4,1,15100,755.0,1642027.97
P1088,767,2,2,0,17.2,3.34,0,1,9900,203.83,489371.05
P1089,4149,6,5,35,7.2,0.52,4,3,8500,1006.03,1999377.87
P1090,681,2,2,15,31.1,3.22,1,7,6000,370.88,254230.03
P1091,1787,5,5,11,22.1,3.43,4,10,7000,689.99,948441.55
P1092,2820,6,5,19,4.6,2.88,4,8,17400,801.94,1630329.94
P1093,3754,6,5,8,20.7,3.5,4,6,15400,963.14,1794382.52
P1094,2439,5,5,1,36.4,2.16,3,10,11200,782.68,1232297.58
P1095,2927,6,5,8,24.2,4.51,4,1,13500,731.45,1436573.51
P1096,3675,6,5,3,4.6,1.42,4,2,12000,924.93,1884248.22
P1097,3916,6,5,30,26.7,4.34,4,10,20700,1055.96,1924024.41
P1098,2664,5,5,31,6.5,4.49,4,3,11200,758.34,1300194.44
P1099,3495,6,5,12,5.7,0.1,4,2,16800,842.79,1905750.08
P1100,3960,6,5,25,3.5,0.7,4,8,8200,1070.83,2005709.5
P1101,3997,6,5,28,32.9,3.12,4,3,19700,937.63,1934922.46
P1102,1535,3,4,34,8.8,2.45,2,2,18500,459.6,962517.67
P1103,3284,6,5,24,27.0,0.63,4,7,7200,857.92,1484462.3
P1104,595,2,2,2,25.0,4.48,2,8,4500,403.91,298871.05
